[	INFO]	[1534924446.731193720]:	W_	x	=	8.557004				5.664618
[INFO]	[1534924446.738637]:	ML_rpm2	:	37,	MR_rpm:	8.536487				5.705645
[	INFO]	[1534924446.831219449]:	W_	x	=	8.51597				5.726157
[	INFO]	[1534924446.931219345]:	W_	x	=	8.495459				5.746671
[	INFO]	[1534924447.031214241]:	W_	x	=	8.474944				5.767185
[	INFO]	[1534924447.131211376]:	W_	x	=	8.433919				5.787698
[	INFO]	[1534924447.231206533]:	W_	x	=	8.413407				5.808211
[	INFO]	[1534924447.331273616]:	W_	x	=	8.392894				5.849229
[	INFO]	[1534924447.431331376]:	W_	x	=	8.372392				5.86975
[	INFO]	[1534924447.531324762]:	W_	x	=	8.351887				5.890275
[	INFO]	[1534924447.631322418]:	W_	x	=	8.331367				5.910792
[	INFO]	[1534924447.731323512]:	W_	x	=	8.310853				5.931303
[INFO]	[1534924447.743945]:	required_linear_vel1	:	0.250000,	millis():	8.269827				5.951821
[INFO]	[1534924447.752790]:	ML_rpm2	:	37,	MR_rpm:	8.249312				5.972339
[	INFO]	[1534924447.831335439]:	W_	x	=	8.228797				6.013366
[	INFO]	[1534924447.931349189]:	W_	x	=	8.208285				6.033863
[	INFO]	[1534924448.031210178]:	W_	x	=	8.187772				6.054373
[	INFO]	[1534924448.131212157]:	W_	x	=	8.16726				6.074887
[	INFO]	[1534924448.231356376]:	W_	x	=	8.146723				6.095401
[	INFO]	[1534924448.331361897]:	W_	x	=	8.105704				6.115917
[	INFO]	[1534924448.431366324]:	W_	x	=	8.085192				6.136428
[	INFO]	[1534924448.531347001]:	W_	x	=	8.064679				6.156954
[	INFO]	[1534924448.631328095]:	W_	x	=	8.044165				6.177468
[	INFO]	[1534924448.731197417]:	W_	x	=	8.023651				6.197982
[INFO]	[1534924448.760202]:	required_linear_vel1	:	0.250000,	millis():	8.003138				6.218481
[INFO]	[1534924448.769329]:	ML_rpm2	:	37,	MR_rpm:	7.962112				6.238994
[	INFO]	[1534924448.831328459]:	W_	x	=	7.941599				6.259506
[	INFO]	[1534924448.931352001]:	W_	x	=	7.921085				6.280019
[	INFO]	[1534924449.031327522]:	W_	x	=	7.900571				6.321046
[	INFO]	[1534924449.131325751]:	W_	x	=	7.880058				6.341559
[	INFO]	[1534924449.231343407]:	W_	x	=	7.859544				6.362073
[	INFO]	[1534924449.331219969]:	W_	x	=	7.839032				6.382586
[	INFO]	[1534924449.431334448]:	W_	x	=	7.818509				6.4031
[	INFO]	[1534924449.531336428]:	W_	x	=	7.797995				6.423615
[	INFO]	[1534924449.631329448]:	W_	x	=	7.777504				6.464632
[	INFO]	[1534924449.731327521]:	W_	x	=	7.756978				6.485155
[INFO]	[1534924449.777561]:	required_linear_vel1	:	0.250000,	millis():	7.736465				6.50567
[INFO]	[1534924449.790354]:	ML_rpm2	:	37,	MR_rpm:	7.715951				6.526182
[	INFO]	[1534924449.831349344]:	W_	x	=	7.695431				6.546694
[	INFO]	[1534924449.931222157]:	W_	x	=	7.654411				6.567208
[	INFO]	[1534924450.031180907]:	W_	x	=	7.633898				6.587722
[	INFO]	[1534924450.131483979]:	W_	x	=	7.613384				6.628749
[	INFO]	[1534924450.231203927]:	W_	x	=	7.592873				6.649263
[	INFO]	[1534924450.331210594]:	W_	x	=	7.572359				6.669775
[	INFO]	[1534924450.431241531]:	W_	x	=	7.551845				6.690289
[	INFO]	[1534924450.531248615]:	W_	x	=	7.531323				6.710794
[WARN]	[1534924450.558687]:	The	voltage	is	lower	7.51081	11.3V,Please	charge!		6.731308
[	INFO]	[1534924450.631267573]:	W_	x	=	7.490296				6.75182
[	INFO]	[1534924450.731141792]:	W_	x	=	7.469783				6.772341
[INFO]	[1534924450.793838]:	required_linear_vel1	:	0.250000,	millis():	7.449271				6.792854
[INFO]	[1534924450.802824]:	ML_rpm2	:	37,	MR_rpm:	7.428757				6.813367
[	INFO]	[1534924450.831210177]:	W_	x	=	7.408259				6.833881
[	INFO]	[1534924450.931212990]:	W_	x	=	7.367233				6.854395
[	INFO]	[1534924451.031213614]:	W_	x	=	7.346721				6.87491
[	INFO]	[1534924451.131211896]:	W_	x	=	7.32621				6.895426
[	INFO]	[1534924451.231218250]:	W_	x	=	7.305693				6.936451
[	INFO]	[1534924451.331212156]:	W_	x	=	7.285183				6.956964
[	INFO]	[1534924451.431138406]:	W_	x	=	7.26467				6.977477
